"province","additional_source_id","additional_source_short","additional_source_full"
"Alberta",1,"AB1","https://edmonton.ctvnews.ca/alberta-s-first-presumptive-coronavirus-case-in-calgary-zone-1.4841023"
"Alberta",2,"AB2","https://globalnews.ca/news/6647035/new-presumptive-cases-covid-19-in-alberta/"
"Alberta",3,"AB3","On 04-03-2020 Alberat announced less ""unknown"" regions, we have assumed a redistribution of cases accordingly."
"Alberta",4,"AB4","On 04-04-2020, Alberta announced less unknown health regions than the day before. We have assumed redistribution of cases accordingly"
"Alberta",5,"AB5","https://www.youtube.com/watch?v=BGox1Bkd2OY, https://globalnews.ca/news/6768561/alberta-health-coronavirus-covid-19-april-2/"
"Alberta",6,"AB6","07-05-2020: Alberta had 3 fewer north cases. Assumed a redistribution of cases accordingly."
"Alberta",7,"AB7","05-01-2021: 8 cases removed from Not Reported and reallocated accordingly"
"Alberta",8,"AB8","https://www.alberta.ca/stats/covid-19-alberta-statistics.htm#data-export"
"Alberta",228,"AB228",""
"Alberta",229,"AB229","On 04-03-2020 Alberat announced less ""unknown"" regions, we have assumed a redistribution of cases accordingly. "
"Alberta",238,"AB238","https://www.alberta.ca/covid-19-alberta-data.aspx"
"BC",1,"BC1","https://vancouverisland.ctvnews.ca/b-c-health-officials-discourage-travel-outside-canada-ban-events-larger-than-250-people-1.4850903"
"BC",2,"BC2","https://www.youtube.com/watch?time_continue=55&v=f84BGlFvriU&feature=emb_title"
"BC",3,"BC3","https://news.gov.bc.ca/releases/2020HLTH0077-000484"
"BC",4,"BC4","https://www.fraserhealth.ca/news/2020/Mar/fraser-health-confirms-a-staff-covid-19-case-at-dufferin-care-centre#.XnVNQKhKjIU"
"BC",5,"BC5","6 new hospital admissions (27 total), 6 total recovered, 1 new death (10 total)"
"BC",6,"BC6","https://globalnews.ca/news/6717945/coronavirus-health-update-march-23/"
"BC",7,"BC7","https://news.gov.bc.ca/releases/2020HLTH0105-000556"
"BC",8,"BC8","https://news.gov.bc.ca/releases/2020HLTH0107-000563"
"BC",9,"BC9","https://news.gov.bc.ca/releases/2020HLTH0014-000585"
"BC",10,"BC10","https://www.youtube.com/watch?v=66DKLWSDIyI"
"BC",11,"BC11","https://bc.ctvnews.ca/21-more-cases-of-covid-19-in-b-c-1-new-death-1.4942580"
"BC",12,"BC12","https://experience.arcgis.com/experience/a6f23959a8b14bfa989e3cda29297ded"
"BC",13,"BC13","http://www.bccdc.ca/Health-Info-Site/Documents/BC_Surveillance_Summary_June_11_2020.pdf"
"BC",228,"BC228",""
"Manitoba",1,"MB1","https://news.gov.mb.ca/news/index.html?item=47057"
"Manitoba",2,"MB2","https://news.gov.mb.ca/news/index.html?item=47541"
"Manitoba",3,"MB3","https://globalnews.ca/news/6974223/asymptomatic-covid-19-testing-happening-in-manitoba-as-two-new-cases-announced/"
"Manitoba",4,"MB4","https://winnipeg.ctvnews.ca/manitoba-reports-two-new-covid-19-cases-first-in-almost-a-week-1.4958930"
"Manitoba",5,"MB5","https://www.cbc.ca/news/canada/manitoba/manitoba-covid-19-cases-1.5595175"
"Manitoba",6,"MB6","https://www.cbc.ca/news/canada/manitoba/manitoba-covid-19-update-1.5600052"
"Manitoba",7,"MB7","https://winnipeg.ctvnews.ca/manitoba-announces-new-covid-19-case-friday-ending-six-day-streak-1.4981931"
"Manitoba",8,"MB8","https://winnipeg.ctvnews.ca/two-new-cases-of-covid-19-in-manitoba-health-officials-warn-of-possible-exposure-at-winnipeg-home-depot-and-walmart-1.4989594"
"Manitoba",9,"MB9","https://news.gov.mb.ca/news/index.html?archive=&item=48479"
"Manitoba",10,"MB10","https://winnipeg.ctvnews.ca/manitoba-health-officials-warn-of-possible-covid-19-exposure-on-these-air-canada-flights-1.5006039"
"Manitoba",11,"MB11","https://winnipeg.ctvnews.ca/total-number-of-covid-19-cases-in-manitoba-since-march-hit-400-1.5040293#_gus&_gucid=&_gup=twitter&_gsc=G5NExMm"
"Manitoba",12,"MB12","https://www.cbc.ca/news/canada/manitoba/manitoba-covid-19-update-1.5679978"
"Manitoba",13,"MB13","https://www.cbc.ca/news/canada/manitoba/covid-19-manitoba-update-1.5682077"
"Manitoba",14,"MB14","https://www.cbc.ca/news/canada/manitoba/manitoba-covid-19-update-1.5683353"
"Manitoba",15,"MB15","https://winnipeg.ctvnews.ca/new-covid-19-cases-one-new-death-announced-in-manitoba-on-wednesday-1.5070700"
"Manitoba",16,"MB16","https://news.gov.mb.ca/asset_library/en/newslinks/2020/08/BG-COVID-19_Bulletin_162-HL.pdf"
"Manitoba",17,"MB17","https://news.gov.mb.ca/asset_library/en/newslinks/2020/08/BKG-COVID_163-HLS.pdf"
"Manitoba",18,"MB18","https://globalnews.ca/news/7301566/manitoba-health-minister-top-doctor-give-coronavirus-update/"
"Manitoba",19,"MB19","https://winnipeg.ctvnews.ca/more-covid-19-cases-announced-in-manitoba-on-friday-1.5083484"
"Manitoba",20,"MB20","https://globalnews.ca/news/7305808/covid-19-cases-manitoba-aug-29-coronavirus/"
"Manitoba",21,"MB21","https://globalnews.ca/news/7310129/manitoba-coronavirus-cases-sept-1-covid19/"
"Manitoba",22,"MB22","https://globalnews.ca/news/7310129/manitoba-coronavirus-cases-sept-1-covid19/;https://news.gov.mb.ca/news/index.html?item=49161&posted=2020-09-01"
"Manitoba",23,"MB23","https://globalnews.ca/news/7310129/manitoba-coronavirus-cases-sept-1-covid19/; https://news.gov.mb.ca/news/index.html?item=49161&posted=2020-09-01"
"Manitoba",24,"MB24","https://www.gov.mb.ca/covid19/updates/index.html"
"Manitoba",25,"MB25","https://news.gov.mb.ca/news/index.html?item=49257&posted=2020-09-20"
"Manitoba",26,"MB26","https://www.cbc.ca/news/canada/manitoba/covid-19-manitoba-oct-3-1.5749433"
"Manitoba",27,"MB27","https://www.gov.mb.ca/covid19/updates/cases.html"
"Manitoba",28,"MB28","https://www.cbc.ca/news/canada/manitoba/covid-19-update-manitoba-january-23-1.5885239"
"Manitoba",224,"MB224","11-03-2021: 3 cases removed and replaced with a new case announced today"
"Manitoba",226,"MB226","https://news.gov.mb.ca/news/index.html?item=51012&posted=2021-03-18"
"Manitoba",228,"MB228",""
"Manitoba",238,"MB238","https://geoportal.gov.mb.ca/app/f55693e56018406ebbd08b3492e99771"
"Manitoba",254,"MB254","https://news.gov.mb.ca/news/?archive=&item=51314"
"New Brunswick",1,"NB1","https://www.country94.ca/2020/04/01/nb-records-11-new-cases-of-covid-19/"
"New Brunswick",2,"NB2","https://atlantic.ctvnews.ca/10-new-cases-of-covid-19-in-new-brunswick-bring-provincial-total-to-91-1.4879602"
"New Brunswick",3,"NB3","https://www.cbc.ca/news/canada/new-brunswick/covid-19-pandemic-coronavirus-1.5520351"
"New Brunswick",4,"NB4","https://globalnews.ca/news/6991603/1-new-case-campbellton-region/; https://atlantic.ctvnews.ca/new-brunswick-s-three-newest-cases-stem-from-irresponsible-traveller-who-failed-to-self-isolate-premier-1.4957051"
"New Brunswick",5,"NB5","https://www.cbc.ca/news/canada/new-brunswick/health-care-worker-border-campbellton-covid-19-cases-1.5588168"
"New Brunswick",6,"NB6","https://globalnews.ca/news/7011949/n-b-covid-19-june-1-update/"
"New Brunswick",7,"NB7","https://globalnews.ca/news/7008698/coronavirus-press-briefing-nb-covid-19/"
"New Brunswick",8,"NB8","https://globalnews.ca/news/7016797/nb-covid-19-update-june-2/"
"New Brunswick",9,"NB9","https://atlantic.ctvnews.ca/new-brunswick-reports-two-new-cases-of-covid-19-in-campbellton-region-1.4967572"
"New Brunswick",10,"NB10","https://www.cbc.ca/news/canada/new-brunswick/covid-19-new-brunswick-death-atholville-campbellton-outbreak-1.5598239"
"New Brunswick",11,"NB11","https://atlantic.ctvnews.ca/n-b-reports-9-new-covid-19-cases-biggest-one-day-spike-in-more-than-2-months-1.4974593"
"New Brunswick",12,"NB12","https://atlantic.ctvnews.ca/two-temporary-foreign-workers-among-n-b-s-three-new-cases-of-covid-19-1.4984903"
"New Brunswick",13,"NB13","https://www.cbc.ca/news/canada/new-brunswick/covid-19-campbellton-region-zone-five-1.5614077"
"New Brunswick",14,"NB14","https://atlantic.ctvnews.ca/one-new-covid-19-case-in-n-b-false-positive-detected-1.4992832"
"New Brunswick",15,"NB15","https://www.cbc.ca/news/canada/new-brunswick/covid-19-cases-new-brunswick-1.5718805"
"New Brunswick",16,"NB16","https://www.cbc.ca/news/canada/new-brunswick/nb-covid-19-new-brunswick-1.5750551"
"New Brunswick",17,"NB17","https://atlantic.ctvnews.ca/n-b-reports-outbreak-at-moncton-long-term-care-facility-two-new-cases-1.5134370"
"New Brunswick",18,"NB18","https://www.cbc.ca/news/canada/new-brunswick/more-cases-care-home-1.5753446"
"New Brunswick",19,"NB19","https://globalnews.ca/news/7388616/new-brunswick-covid-19-update-oct-9/"
"New Brunswick",20,"NB20","https://atlantic.ctvnews.ca/n-b-reports-largest-one-day-covid-19-increase-with-20-new-cases-on-saturday-1.5140899"
"New Brunswick",21,"NB21","https://www.cbc.ca/news/canada/new-brunswick/new-brunswick-reports-14-new-cases-of-covid-19-1.5759103"
"New Brunswick",22,"NB22","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.10.0522.html"
"New Brunswick",23,"NB23","https://bigcountry969.com/new-brunswick-covid-19-update-150/"
"New Brunswick",24,"NB24","https://globalnews.ca/news/7448887/new-brunswick-coronavirus-cases-nov-7/"
"New Brunswick",25,"NB25","https://globalnews.ca/news/7449995/new-brunswick-covid-19-update-nov-8/"
"New Brunswick",26,"NB26","https://globalnews.ca/news/7485855/coronavirus-new-brunswick-covid-19-update-nov-26/"
"New Brunswick",27,"NB27","https://www.cbc.ca/news/canada/new-brunswick/new-brusnwick-covid-19-cases-1.5855265"
"New Brunswick",28,"NB28","https://experience.arcgis.com/experience/8eeb9a2052d641c996dba5de8f25a8aa"
"New Brunswick",219,"NB219","https://www.919thebend.ca/2021/02/02/n-b-confirms-u-k-variant-of-covid-19/"
"New Brunswick",223,"NB223","One death / one new case / revised case count (gnb.ca)"
"New Brunswick",228,"NB228",""
"New Brunswick",229,"NB229","Three new cases / online vaccination booking tool update (gnb.ca)"
"New Brunswick",239,"NB239","https://www2.gnb.ca/content/gnb/en/news/news_release.2021.04.0293.html"
"NL",1,"NL1","https://www.cbc.ca/news/canada/newfoundland-labrador/covid19-newfoundland-labrador-may-28-1.5587991"
"NL",2,"NL2","https://www.gov.nl.ca/releases/2020/health/1111n01/"
"NL",3,"NL3","https://www.gov.nl.ca/releases/2020/health/1114n01/"
"NL",4,"NL4","https://www.saltwire.com/news/five-new-confirmed-cases-of-covid-19-in-newfoundland-and-labrador-523032/"
"NL",5,"NL5","https://www.gov.nl.ca/releases/2020/health/1214n08/"
"NL",220,"NL220","https://www.gov.nl.ca/releases/2021/health/0212n08/"
"NL",228,"NL228",""
"Nova Scotia",1,"NS1","https://www.cbc.ca/news/canada/nova-scotia/2-more-presumptive-covid-19-cases-in-nova-scotia-1.5502843"
"Nova Scotia",2,"NS2","https://globalnews.ca/news/6701640/coronavirus-cases-nova-scotia-confirmed/"
"Nova Scotia",3,"NS3","https://globalnews.ca/news/6707726/coronavirus-update-march-20/; https://www.youtube.com/watch?v=veJm1ts_FN4"
"Nova Scotia",4,"NS4","https://novascotia.ca/news/release/?id=20200321001"
"Nova Scotia",5,"NS5","https://www.cbc.ca/news/canada/nova-scotia/nova-scotia-has-20-more-cases-of-covid-19-1.5513690"
"Nova Scotia",6,"NS6","https://novascotia.ca/stayinformed/webcast/"
"Nova Scotia",7,"NS7","https://globalnews.ca/news/6804861/ns-coronavirus-covid19-update-april-10/"
"Nova Scotia",8,"NS8","https://globalnews.ca/news/6826923/covid19-ns-update-april-16/"
"Nova Scotia",9,"NS9","https://atlantic.ctvnews.ca/nova-scotia-reports-six-new-covid-19-deaths-15-new-cases-1.4911823"
"Nova Scotia",10,"NS10","https://atlantic.ctvnews.ca/nova-scotia-reports-two-new-covid-19-deaths-eight-new-cases-1.4912439"
"Nova Scotia",11,"NS11","https://atlantic.ctvnews.ca/nova-scotia-reports-3-more-deaths-at-northwood-9-new-cases-of-covid-19-1.4929168"
"Nova Scotia",12,"NS12","https://atlantic.ctvnews.ca/n-s-reports-2-more-deaths-at-northwood-only-1-new-case-of-covid-19-1.4930755"
"Nova Scotia",13,"NS13","https://atlantic.ctvnews.ca/nova-scotia-reports-1-new-covid-19-case-973-people-recovered-1.4952365"
"Nova Scotia",14,"NS14","https://www.cbc.ca/news/canada/nova-scotia/covid-19-case-count-may-25-1.5583376"
"Nova Scotia",15,"NS15","https://web.archive.org/web/20200523230808/https://novascotia.ca/coronavirus/data/, https://atlantic.ctvnews.ca/n-s-reports-another-covid-19-death-2-new-cases-of-virus-1.4955255, https://www.cbc.ca/news/canada/nova-scotia/nova-scotia-covid-19-update-tuesday-may-26-1.5585053"
"Nova Scotia",16,"NS16","https://www.cbc.ca/news/canada/nova-scotia/covid-19-case-nova-scotia-may-27-1.5586619"
"Nova Scotia",17,"NS17","https://novascotia.ca/coronavirus/data/"
"Nova Scotia",18,"NS18","https://www.cbc.ca/news/canada/nova-scotia/nova-scotia-covid-19-update-may-30-1.5591807"
"Nova Scotia",19,"NS19","https://www.cbc.ca/news/canada/nova-scotia/nova-scotia-covid-19-update-wednesday-june-3-2020-1.5596730"
"Nova Scotia",20,"NS20","https://www.cbc.ca/news/canada/nova-scotia/covid-19-update-saturday-june-7-1.5602153"
"Nova Scotia",21,"NS21","https://atlantic.ctvnews.ca/one-new-covid-19-case-in-nova-scotia-2-active-cases-remain-1.5007060"
"Nova Scotia",22,"NS22","https://www.cbc.ca/news/canada/nova-scotia/nova-scotia-new-covid-19-thursday-three-active-cases-1.5634972"
"Nova Scotia",23,"NS23","https://globalnews.ca/news/7142997/new-coronavirus-covid-19-case-update-nova-scotia-july-6/"
"Nova Scotia",24,"NS24","https://globalnews.ca/news/7179606/nova-scotia-coronavirus-covid-19-case-update-wednesday-july-15/"
"Nova Scotia",25,"NS25","https://atlantic.ctvnews.ca/n-s-announces-two-new-covid-19-cases-1.5065748"
"Nova Scotia",26,"NS26","https://www.cbc.ca/news/canada/nova-scotia/one-new-covid-19-case-nova-scotia-total-six-1.5696396"
"Nova Scotia",27,"NS27","https://atlantic.ctvnews.ca/nova-scotia-reports-one-new-covid-19-related-death-two-new-cases-1.5075728"
"Nova Scotia",28,"NS28","https://atlantic.ctvnews.ca/new-covid-19-case-identified-in-nova-scotia-s-northern-zone-5-active-cases-in-province-1.5079914"
"Nova Scotia",29,"NS29","https://globalnews.ca/news/7437060/covid-19-update-nova-scotia-nov-2/"
"Nova Scotia",30,"NS30","https://www.cbc.ca/news/canada/nova-scotia/covid-19-exposures-halifax-westjet-dollarama-new-cases-1.5793931"
"Nova Scotia",31,"NS31","https://atlantic.ctvnews.ca/n-s-reports-1-new-case-of-covid-19-active-cases-drop-to-16-1.5180605"
"Nova Scotia",32,"NS32","https://atlantic.ctvnews.ca/n-s-reports-2-new-cases-of-covid-19-active-cases-drop-to-30-1.5247249"
"Nova Scotia",33,"NS33","N.S. reports 3 new cases of COVID-19; new cases reported at Dartmouth schools | CTV News"
"Nova Scotia",34,"NS34","https://novascotia.ca/news/release/?id=20210116001"
"Nova Scotia",225,"NS225","https://novascotia.ca/news/release/?id=20210313001"
"Nova Scotia",228,"NS228",""
"NWT",1,"NT1","https://www.cbc.ca/news/canada/north/third-fourth-case-nwt-1.5520135"
"NWT",2,"NT2","https://www.cbc.ca/news/canada/north/2-confirmed-covid-19-cases-yellowknife-n-w-t-1.5771500"
"NWT",228,"NT228",""
"Ontario",1,"ON1","https://globalnews.ca/news/6635014/3-new-covid-19-cases-ontario-province-total-23/"
"Ontario",2,"ON2","https://www.phsd.ca/news/first-case-of-covid-19-reported-by-public-health-sudbury-districts"
"Ontario",3,"ON3","https://www.halton.ca/The-Region/News/2020/Case-of-COVID-19-confirmed-in-Halton-region"
"Ontario",4,"ON4","https://www.halton.ca/The-Region/News/2020/Second-case-of-COVID-19-confirmed-in-Halton-region"
"Ontario",5,"ON5","http://www.simcoemuskokahealth.org/HealthUnit/About/Newsroom/2020/03/12/First-positive-case-of-COVID-19-recovering-at-home"
"Ontario",6,"ON6","https://www.niagararegion.ca/news/article.aspx?news=1036&t=Confirmed+Case+of+COVID-19+in+Niagara"
"Ontario",7,"ON7","https://web.archive.org/web/20200324205044/https://www.regionofwaterloo.ca/en/health-and-wellness/positive-cases-in-waterloo-region.aspx"
"Ontario",8,"ON8","https://www.hpph.ca/en/news/huron-perth-public-health-confirms-first-positive-case-of-covid-19.aspx"
"Ontario",9,"ON9","https://www.halton.ca/The-Region/News/2020/Third-case-of-COVID-19-confirmed-in-Halton-region"
"Ontario",10,"ON10","https://www.nwhu.on.ca/NewsEvents/pages/Media-Release---COVID-19-detected-in-a-returning-traveller-from-Fort-Frances.aspx"
"Ontario",11,"ON11","https://www.cornwallseawaynews.com/2020/03/14/covids-19-case-identified-in-alexandria/; https://www.cornwallseawaynews.com/2020/03/22/third-case-of-covid-19-in-eastern-ontario/; https://eohu.ca/en/article/2020-03-14"
"Ontario",12,"ON12","https://web.archive.org/web/20200327013620/https://www.durham.ca/en/health-and-wellness/novel-coronavirus-update.aspx"
"Ontario",13,"ON13","https://www.hkpr.on.ca/featured_posts/novel-coronavirus/; https://www.hkpr.on.ca/featured_posts/positive-covid-19-case-in-ckl/"
"Ontario",14,"ON14","https://www.niagararegion.ca/news/article.aspx?news=1037&t=Niagara+confirms+second+case+of+COVID-19"
"Ontario",15,"ON15","http://www.simcoemuskokahealthstats.org/topics/infectious-diseases/a-h/covid-19"
"Ontario",16,"ON16","https://www.publichealthgreybruce.on.ca/About-Us/News-Releases/ArticleID/586/First-two-cases-of-COVID-19-in-Grey-Bruce"
"Ontario",17,"ON17","https://www.peterboroughpublichealth.ca/first-case-of-covid-19-reported-by-peterborough-public-health/;https://globalnews.ca/news/6680751/peterborough-coronavirus-first-case/;https://globalnews.ca/news/6695466/second-case-coronavirus-peterborough-area/"
"Ontario",18,"ON18","https://www.wdgpublichealth.ca/news/media-release-first-case-covid-19-confirmed-wdg-public-health-march-16-2020"
"Ontario",19,"ON19","https://www.phsd.ca/news/second-case-of-covid-19-confirmed"
"Ontario",20,"ON20","https://www.niagararegion.ca/news/article.aspx?news=1038&t=Niagara+confirms+third+case+of+COVID-19"
"Ontario",21,"ON21","https://www.halton.ca/The-Region/News/2020/fourth-case-of-COVID-19-confirmed-in-Halton-Region"
"Ontario",22,"ON22","https://globalnews.ca/news/6713031/new-coronavirus-related-death-ontario/;http://www.simcoemuskokahealthstats.org/topics/infectious-diseases/a-h/covid-19#Confirmed"
"Ontario",23,"ON23","https://www.kflaph.ca/Modules/News/index.aspx?feedId=f2a4adbc-2838-4b5d-a47c-bd9c8ef4ee2e&newsId=7c6d9b05-02c6-4670-958c-5e54020ee610"
"Ontario",24,"ON24","https://ckphu.com/wp-content/uploads/2020/01/March-18-2020.pdf"
"Ontario",25,"ON25","https://www.brant.ca/Modules/News/index.aspx?feedId=2e4d4e60-ecea-4d79-8a2c-25d4b608d0e4&page=6&newsId=6844433a-ce6c-4eb9-801a-e275e0932071"
"Ontario",26,"ON26","http://www.algomapublichealth.com/news/first-returning-algoma-traveller-tests-positive-for-covid-19/"
"Ontario",27,"ON27","https://www.hpph.ca/en/news/second-case-of-covid-19-confirmed-in-huron-perth.aspx"
"Ontario",28,"ON28","https://www.niagararegion.ca/news/article.aspx?news=1041&t=Niagara+confirms+fourth+case+of+COVID-19"
"Ontario",29,"ON29","https://ckphu.com/wp-content/uploads/2020/01/Second-Confirmed-Case.pdf"
"Ontario",30,"ON30","https://www.cornwallseawaynews.com/2020/03/18/second-positive-case-of-covid-19-in-eastern-ontario-health-unit-region/"
"Ontario",31,"ON31","https://www.peterboroughpublichealth.ca/news/; https://www.mykawartha.com/news-story/9912678-how-many-confirmed-covid-19-cases-are-there-in-peterborough-and-kawartha-lakes-/"
"Ontario",32,"ON32","https://globalnews.ca/news/6695466/second-case-coronavirus-peterborough-area/"
"Ontario",33,"ON33","https://hpepublichealth.ca/the-novel-coronavirus-2019ncov/"
"Ontario",34,"ON34","https://www.durham.ca/en/health-and-wellness/novel-coronavirus-update.aspx"
"Ontario",35,"ON35","https://globalnews.ca/news/6701467/peterborough-public-health-3rd-confirmed-case-coronavirus-covid-19/"
"Ontario",36,"ON36","https://www.caledonenterprise.com/news-story/9911239-how-many-coronavirus-cases-are-there-in-caledon-brampton-mississauga-/"
"Ontario",37,"ON37","http://www.porcupinehu.on.ca/en/audiences/news-media/mediareleases/first-confirmed-case-of-covid/"
"Ontario",38,"ON38","http://www.simcoemuskokahealthstats.org/topics/infectious-diseases/a-h/covid-19#Confirmed"
"Ontario",39,"ON39","https://www.hamilton.ca/coronavirus/media-room"
"Ontario",40,"ON40","https://www.wechu.org/newsroom/news-release-second-coronavirus-covid-19-case-confirmed"
"Ontario",41,"ON41","https://www.healthunit.com/novel-coronavirus#local-case-count"
"Ontario",42,"ON42","https://www.cornwallseawaynews.com/2020/03/22/third-case-of-covid-19-in-eastern-ontario/; https://www.cornwallseawaynews.com/2020/03/23/fourth-case-of-covid-19-in-eohu-region/"
"Ontario",43,"ON43","https://www.wechu.org/newsroom/news-release-first-coronavirus-covid-19-case-confirmed"
"Ontario",44,"ON44","https://www.swpublichealth.ca/content/community-update-novel-coronavirus-covid-19"
"Ontario",45,"ON45","https://www.hkpr.on.ca/featured_posts/covid-19-contributes-to-death-of-ckl-resident/;https://www.hkpr.on.ca/featured_posts/community-transmission-of-covid-19/"
"Ontario",46,"ON46","https://www.phsd.ca/news/public-health-sudbury-districts-confirms-third-case-of-covid-19"
"Ontario",47,"ON47","https://www.wdgpublichealth.ca/news/media-release-stopping-spread-covid-19-everyone%E2%80%99s-responsibility"
"Ontario",48,"ON48","https://globalnews.ca/news/6725590/coronavirus-cases-northumberland-county-city-of-kawartha-lakes/"
"Ontario",49,"ON49","https://www.brant.ca/Modules/News/index.aspx?feedId=2e4d4e60-ecea-4d79-8a2c-25d4b608d0e4&page=3&newsId=090037c9-f1c6-414c-b38a-d437c23b1f50"
"Ontario",50,"ON50","https://www.wdgpublichealth.ca/news/media-release-covid-19-case-confirmed-st-joseph%E2%80%99s-health-centre-guelph-march-24-2020"
"Ontario",51,"ON51","https://www.wechu.org/newsroom/news-release-third-coronavirus-covid-19-case-confirmed"
"Ontario",52,"ON52","https://www.niagararegion.ca/news/article.aspx?news=1046&t=Niagara+confirms+three+new+cases+of+COVID-19"
"Ontario",53,"ON53","https://www.phsd.ca/news/fourth-case-of-covid-19-confirmed"
"Ontario",54,"ON54","https://www.mykawartha.com/news-story/9912678-how-many-confirmed-covid-19-cases-are-there-in-peterborough-and-kawartha-lakes-/"
"Ontario",55,"ON55","http://www.porcupinehu.on.ca/en/audiences/news-media/mediareleases/second-and-third-cases-of-covid-in-the-porcupine-health-unit-area/"
"Ontario",56,"ON56","http://www.porcupinehu.on.ca/en/audiences/news-media/mediareleases/fourth-case-of-covid-in-the-porcupine-health-unit-area/"
"Ontario",57,"ON57","https://www.wechu.org/newsroom/news-release-march-25-public-health-updates-related-coronavirus-covid-19"
"Ontario",58,"ON58","https://www.wechu.org/newsroom/news-release-march-26-public-health-updates-related-coronavirus-covid-19"
"Ontario",59,"ON59","https://globalnews.ca/news/6724206/2-new-confirmed-cases-of-covid-19-in-peterborough-area-health-unit/"
"Ontario",60,"ON60","http://www.simcoemuskokahealthstats.org/topics/infectious-diseases/a-h/covid-19#List"
"Ontario",61,"ON61","https://www.cbc.ca/news/canada/thunder-bay/covid-19-northwestern-ontario-1.5511199"
"Ontario",62,"ON62","https://www.myhealthunit.ca/en/news/index.aspx?newsId=82612070-f55a-4126-beb0-491e39520f5a"
"Ontario",63,"ON63","https://www.phsd.ca/news/public-health-sudbury-districts-confirms-fifth-and-sixth-cases-of-covid-19"
"Ontario",64,"ON64","https://www.swpublichealth.ca/sites/default/files/2020_03_23_swph_confirms_first_case_of_covid_19_in_elgin_county.pdf"
"Ontario",65,"ON65","https://globalnews.ca/news/6735508/coronavirus-leeds-grenville-lanark/"
"Ontario",66,"ON66","https://hnhu.org/haldimand-norfolk-health-unit-confirms-first-case-of-covid-19/"
"Ontario",67,"ON67","https://www.wechu.org/newsroom/news-release-windsor-essex-county-health-unit-and-windsor-regional-hospital-confirm-first;https://www.wechu.org/newsroom/news-release-march-27-public-health-updates-related-coronavirus-covid-19"
"Ontario",68,"ON68","https://web.archive.org/web/20200327230019/https://www.regionofwaterloo.ca/en/health-and-wellness/positive-cases-in-waterloo-region.aspx"
"Ontario",69,"ON69","https://www.healthunit.com/novel-coronavirus#"
"Ontario",70,"ON70","https://www.rcdhu.com/wp-content/uploads/2020/03/2020_March_25_COVID-19_Media-Release_Positive-Case_UpdatedCB.pdf"
"Ontario",71,"ON71","http://www.porcupinehu.on.ca/en/audiences/news-media/mediareleases/fifth-case-of-covid-in-the-phu-area/"
"Ontario",72,"ON72","http://www.porcupinehu.on.ca/en/audiences/news-media/mediareleases/sixth-case-of-covid-in-the-phu-area/"
"Ontario",73,"ON73","https://globalnews.ca/news/6732771/coronavirus-city-of-kawartha-lakes-isolating/"
"Ontario",74,"ON74","https://ckphu.com/wp-content/uploads/2020/03/Two-New-Confirmed-Cases-March-27.pdf"
"Ontario",75,"ON75","https://www.owensoundsuntimes.com/news/local-news/sixth-covid-19-case-confirmed-in-grey-bruce-thursday"
"Ontario",76,"ON76","https://hnhu.org/haldimand-norfolk-health-unit-confirms-first-death-related-to-covid-19/"
"Ontario",77,"ON77","https://www.wechu.org/newsroom/news-release-march-27-public-health-updates-related-coronavirus-covid-19"
"Ontario",78,"ON78","https://www.wechu.org/newsroom/news-release-march-28-public-health-updates-related-coronavirus-covid-19"
"Ontario",79,"ON79","https://www.tbdhu.com/news/first-case-of-covid-19-thunder-bay-district#"
"Ontario",80,"ON80","http://www.porcupinehu.on.ca/en/audiences/news-media/mediareleases/seventh-case-of-covid-in-the-porcupine-health-unit-area/"
"Ontario",81,"ON81","http://www.porcupinehu.on.ca/en/audiences/news-media/mediareleases/additional-cases-covid-xix/"
